(787, 311, 2)
(714, 827, 3)
(440, 85, 3)
(305, 202, 3)
(934, 204, 3)
(591, 607, 3)
(750, 503, 3)
(619, 77, 3)
(889, 803, 2)
(930, 704, 3)
(643, 269, 3)
(212, 812, 3)
(883, 393, 3)
(999, 159, 3)
(976, 56, 2)
(310, 525, 3)
(169, 549, 2)
(498, 666, 3)
(872, 112, 3)
(802, 484, 3)
(897, 901, 3)
(625, 681, 3)
(203, 462, 3)
(673, 54, 3)
(588, 36, 3)
(702, 491, 3)
(536, 878, 3)
(316, 273, 3)
(196, 654, 3)
(879, 399, 2)
(932, 106, 3)
(329, 673, 3)
(409, 161, 3)
(695, 551, 3)
(508, 547, 3)
(936, 701, 3)
(693, 775, 3)
(216, 754, 3)
(845, 992, 2)
(811, 500, 3)
(448, 19, 3)
(661, 322, 3)
(526, 651, 2)
(271, 403, 3)
(762, 925, 3)
(479, 304, 3)
(604, 584, 3)
(11, 999, 3)
(198, 225, 3)
(192, 960, 3)
(584, 821, 3)
(518, 458, 3)
(536, 357, 2)
(63, 482, 3)
(772, 233, 2)
(985, 935, 3)
(949, 573, 3)
(247, 433, 3)
(567, 631, 3)
(269, 457, 3)
(18, 440, 3)
(334, 617, 3)
(949, 823, 3)
(274, 559, 3)
(455, 669, 3)
(513, 627, 3)
(178, 134, 2)
(887, 850, 3)
(206, 963, 3)
(713, 345, 3)
(106, 542, 3)
(286, 675, 2)
(114, 152, 2)
(93, 755, 3)
(976, 898, 3)
(598, 603, 3)
(722, 525, 3)
(908, 348, 3)
(727, 99, 3)
(614, 364, 2)
(47, 713, 3)
(128, 808, 3)
(971, 637, 2)
(765, 388, 3)
(61, 729, 2)
(466, 467, 3)
(565, 198, 3)
(165, 597, 3)
(832, 839, 3)
(582, 856, 3)
(201, 867, 3)
(57, 77, 3)
(930, 627, 3)
(310, 870, 3)
(873, 697, 3)
(650, 878, 3)
(299, 997, 3)
(16, 71, 3)
(172, 272, 3)
(587, 599, 3)
(75, 55, 3)
(298, 82, 3)
(215, 719, 3)
(84, 141, 3)
(609, 26, 3)
(933, 393, 3)
(949, 272, 3)
(411, 571, 3)
(936, 963, 3)
(813, 916, 3)
(947, 363, 3)
(562, 123, 3)
(194, 494, 3)
(180, 632, 3)
(844, 977, 3)
(962, 379, 3)
(975, 722, 2)
(430, 770, 3)
(641, 147, 3)
(936, 509, 3)
(462, 324, 2)
(724, 758, 3)
(974, 499, 3)
(589, 3, 3)
(198, 20, 3)
(211, 676, 3)
(932, 592, 3)
(436, 213, 2)
(786, 816, 3)
(717, 653, 3)
(666, 841, 3)
(723, 187, 3)
(708, 491, 3)
(960, 94, 3)
(744, 163, 2)
(903, 166, 3)
(196, 104, 3)
(236, 448, 3)
(692, 771, 2)
(382, 155, 3)
(205, 50, 3)
(301, 875, 3)
(120, 801, 3)
(567, 804, 3)
(521, 586, 2)
(837, 559, 3)
(780, 397, 3)
(192, 482, 3)
(725, 115, 3)
(658, 674, 3)
(472, 848, 3)
(306, 879, 2)
(261, 780, 2)
(3, 114, 3)
(168, 105, 3)
(318, 74, 3)
(904, 759, 3)
(200, 592, 3)
(750, 403, 3)
(753, 666, 3)
(923, 453, 3)
(836, 249, 2)
(834, 99, 3)
(467, 115, 2)
(924, 624, 3)
(808, 357, 3)
(389, 270, 3)
(128, 352, 2)
(457, 818, 3)
(799, 614, 3)
(751, 99, 2)
(983, 809, 3)
(180, 724, 3)
(741, 237, 3)
(38, 973, 3)
(869, 450, 3)
(824, 499, 3)
(866, 636, 3)
(704, 285, 3)
(401, 870, 3)
(712, 267, 3)
(915, 208, 3)
(42, 995, 3)
(599, 460, 3)
(162, 551, 3)
(188, 281, 3)
(396, 213, 3)
(621, 440, 3)
(212, 165, 3)
(243, 787, 3)
(766, 156, 3)
(808, 957, 3)
(815, 458, 3)
(200, 112, 2)
(574, 227, 3)
(837, 635, 3)
(619, 987, 3)
(466, 969, 3)
(14, 562, 3)
(507, 914, 3)
(502, 223, 3)
(166, 823, 3)
(628, 39, 3)
(813, 369, 3)
(819, 350, 3)
(357, 996, 3)
(736, 956, 2)
(444, 526, 3)
(134, 269, 3)
(178, 6, 3)
(994, 298, 3)
(422, 591, 3)
(18, 924, 3)
(86, 750, 3)
(797, 735, 3)
(56, 87, 3)
(663, 639, 3)
(38, 356, 3)
(485, 623, 3)
(112, 235, 3)
(660, 862, 3)
(921, 845, 3)
(462, 871, 3)
(164, 685, 3)
(265, 82, 3)
(200, 306, 3)
(880, 43, 3)
(36, 99, 3)
(807, 162, 3)
(909, 538, 3)
(902, 440, 3)
(619, 116, 2)
(10, 576, 3)
(213, 626, 3)
(744, 980, 3)
(479, 785, 3)
(779, 223, 3)
(962, 906, 3)
(844, 440, 3)
(258, 616, 3)
(194, 233, 3)
(899, 157, 3)
(848, 499, 3)
(997, 73, 3)
(863, 367, 3)
(711, 610, 3)
(788, 492, 3)
(882, 307, 3)
(284, 715, 3)
(724, 693, 3)
(603, 107, 3)
(826, 559, 3)
(45, 279, 3)
(868, 725, 2)
(97, 671, 3)
(593, 19, 3)
(59, 874, 3)
(434, 354, 3)
(389, 752, 3)
(778, 36, 3)
(420, 925, 2)
(132, 573, 3)
(179, 950, 2)
(365, 894, 3)
(280, 495, 3)
(300, 958, 3)
(911, 188, 3)
(263, 95, 3)
(648, 273, 2)
(732, 753, 3)
(690, 10, 3)
(181, 452, 3)
(240, 627, 3)
(819, 713, 3)
(954, 399, 3)
(479, 879, 3)
(4, 879, 3)
(264, 544, 3)
(107, 337, 3)
(139, 715, 3)
(894, 975, 3)
(847, 571, 3)
(415, 981, 2)
(701, 62, 3)
(433, 321, 3)
(346, 909, 3)
(852, 348, 3)
(67, 175, 3)
(847, 202, 3)
(297, 851, 3)
(695, 954, 3)
(692, 4, 3)
(796, 87, 3)
(772, 906, 3)
(917, 44, 3)
(566, 649, 2)
(143, 852, 3)
(695, 897, 3)
(901, 469, 3)
(117, 587, 3)
(550, 845, 3)
(520, 197, 3)
(848, 156, 3)
(875, 33, 3)
(506, 653, 3)
(95, 383, 3)
(405, 314, 3)
(287, 521, 2)
(99, 150, 3)
(718, 730, 3)
(429, 653, 3)
(990, 766, 3)
(830, 93, 2)
(991, 912, 3)
(979, 924, 2)
(62, 348, 3)
(859, 506, 3)
(600, 481, 3)
(812, 743, 3)
(436, 19, 3)
(478, 288, 3)
(355, 153, 3)
(929, 684, 3)
(686, 519, 3)
(372, 87, 3)
(724, 395, 3)
(199, 2, 3)
(697, 289, 3)
(1, 774, 3)
(218, 466, 3)
(559, 449, 3)
(885, 908, 3)
(676, 852, 3)
(867, 651, 3)
(568, 7, 3)
(569, 801, 3)
(332, 732, 3)
(796, 22, 2)
(132, 686, 3)
(750, 571, 3)
(30, 359, 2)
(685, 194, 3)
(509, 743, 3)
(318, 601, 3)
(274, 913, 3)
(930, 96, 3)
(614, 960, 3)
(456, 96, 3)
(589, 807, 3)
(550, 528, 3)
(458, 901, 3)
(878, 322, 3)
(50, 784, 3)
(249, 885, 3)
(603, 537, 3)
(311, 263, 3)
(349, 852, 2)
(980, 61, 3)
(584, 837, 3)
(759, 738, 3)
(357, 802, 3)
(502, 742, 3)
(41, 83, 3)
(382, 30, 3)
(95, 193, 3)
(536, 884, 3)
(683, 597, 3)
(224, 330, 3)
(88, 959, 2)
(103, 367, 3)
(445, 371, 3)
(663, 969, 3)
(463, 861, 3)
(459, 539, 3)
(139, 329, 3)
(144, 849, 3)
(974, 454, 3)
(513, 53, 3)
(904, 585, 3)
(174, 746, 3)
(515, 220, 3)
(225, 426, 3)
(883, 331, 3)
(402, 840, 3)
(203, 131, 3)
(555, 237, 3)
(616, 36, 3)
(725, 801, 3)
(178, 756, 3)
(698, 490, 3)
(664, 213, 3)
(216, 450, 3)
(6, 208, 3)
(860, 236, 3)
(366, 970, 3)
(149, 245, 3)
(406, 693, 3)
(729, 679, 3)
(545, 779, 3)
(799, 685, 3)
(413, 831, 3)
(688, 884, 3)
(51, 108, 3)
(910, 354, 3)
(272, 95, 3)
(731, 519, 3)
(487, 924, 3)
(745, 482, 3)
(242, 440, 2)
(371, 559, 3)
(978, 601, 3)
(449, 138, 3)
(396, 237, 3)
(399, 15, 3)
(339, 841, 3)
(719, 304, 3)
(45, 150, 3)
(435, 2, 3)
(387, 275, 3)
(969, 215, 3)
(165, 72, 3)
(100, 221, 3)
(18, 287, 3)
(658, 529, 2)
(475, 14, 3)
(787, 258, 3)
(687, 541, 3)
(105, 818, 3)
(975, 751, 3)
(539, 106, 3)
(706, 949, 3)
(582, 468, 3)
(258, 657, 2)
(223, 871, 3)
(360, 118, 3)
(426, 638, 3)
(135, 169, 3)
(549, 770, 3)
(406, 371, 3)
(605, 769, 3)
(74, 221, 3)
(388, 696, 3)
(619, 814, 3)
(512, 702, 3)
(936, 233, 3)
(541, 169, 3)
(547, 876, 3)
(764, 913, 3)
(88, 110, 3)
(912, 916, 3)
(251, 74, 3)
(906, 625, 2)
(207, 374, 2)
(691, 621, 3)
(489, 362, 3)
(132, 443, 2)
(541, 870, 3)
(407, 988, 3)
(830, 877, 3)
(53, 414, 3)
(690, 402, 3)
(829, 739, 3)
(556, 584, 3)
(889, 353, 3)
(990, 211, 3)
(138, 469, 2)
(449, 180, 3)
(793, 913, 3)
(98, 768, 3)
(357, 839, 3)
(170, 680, 3)
(265, 608, 3)
(330, 385, 3)
(338, 788, 3)
(319, 359, 3)
(756, 905, 3)
(346, 506, 3)
(761, 955, 3)
(143, 954, 3)
(694, 32, 3)
(254, 915, 3)
(21, 220, 3)
(137, 212, 3)
(939, 788, 3)
(450, 644, 3)
(706, 585, 2)
(247, 324, 3)
(378, 173, 3)
(152, 170, 3)
(894, 773, 3)
(312, 850, 3)
(587, 557, 3)
(943, 269, 3)
(810, 743, 3)
(496, 106, 3)
(86, 301, 3)
(992, 894, 3)
(825, 345, 3)
(743, 553, 3)
(187, 360, 3)
(338, 491, 3)
(754, 196, 3)
(5, 136, 3)
(127, 364, 3)
(18, 284, 3)
(753, 424, 3)
(125, 817, 3)
(12, 424, 3)
(98, 595, 3)
(312, 790, 2)
(43, 248, 3)
(542, 249, 3)
(872, 392, 2)
(75, 519, 3)
(972, 912, 3)
(143, 348, 3)
(949, 600, 3)
(184, 296, 2)
(8, 905, 3)
(635, 484, 3)
(665, 801, 3)
(244, 586, 3)
(779, 488, 3)
(701, 693, 3)
(230, 964, 3)
(306, 759, 3)
(303, 696, 2)
(989, 44, 3)
(340, 45, 3)
(789, 771, 3)
(631, 725, 3)
(247, 783, 3)
(7, 555, 3)
(969, 743, 3)
(777, 5, 3)
(223, 418, 3)
(916, 127, 3)
(39, 718, 3)
(737, 247, 3)
(595, 583, 3)
(606, 992, 2)
(477, 926, 3)
(278, 14, 3)
(536, 877, 3)
(448, 510, 3)
(37, 827, 3)
(139, 808, 3)
(262, 573, 3)
(841, 776, 3)
(412, 469, 3)
(469, 13, 2)
(410, 398, 3)
(320, 144, 3)
(739, 970, 3)
(393, 187, 3)
(164, 586, 2)
(770, 270, 3)
(563, 127, 3)
(542, 234, 3)
(393, 793, 3)
(925, 571, 3)
(423, 364, 3)
(528, 2, 2)
(17, 599, 3)
(351, 174, 3)
(686, 395, 3)
(36, 840, 3)
(542, 288, 3)
(377, 680, 3)
(491, 414, 3)
(69, 821, 3)
(362, 823, 2)
(488, 904, 3)
(83, 360, 3)
(855, 460, 3)
(80, 407, 3)
(968, 562, 3)
(705, 890, 3)
(26, 174, 3)
(649, 415, 3)
(696, 365, 3)
(43, 23, 3)
(213, 970, 3)
(186, 880, 3)
(64, 926, 3)
(549, 975, 3)
(751, 756, 3)
(316, 402, 3)
(673, 99, 3)
(717, 147, 3)
(30, 555, 3)
(994, 52, 3)
(341, 871, 3)
(549, 462, 3)
(187, 70, 3)
(714, 294, 2)
(784, 935, 2)
(475, 223, 3)
(335, 927, 3)
(908, 216, 3)
(762, 734, 3)
(660, 724, 3)
(369, 724, 3)
(343, 961, 3)
(250, 791, 3)
(128, 546, 3)
(984, 673, 3)
(286, 994, 2)
(947, 811, 3)
(533, 367, 3)
(804, 379, 3)
(938, 632, 3)
(194, 34, 3)
(211, 166, 3)
(644, 520, 2)
(366, 34, 3)
(778, 213, 3)
(593, 752, 3)
(538, 529, 3)
(882, 165, 3)
(122, 393, 3)
(815, 827, 2)
(110, 821, 3)
(601, 759, 3)
(585, 389, 3)
(169, 478, 3)
(255, 557, 3)
(575, 680, 3)
(114, 864, 3)
(28, 603, 3)
(969, 5, 3)
(428, 31, 3)
(202, 824, 3)
(652, 144, 3)
(325, 120, 3)
(189, 467, 3)
(19, 959, 3)
(622, 962, 3)
(835, 266, 3)
(160, 908, 3)
(901, 668, 3)
(852, 900, 2)
(179, 808, 3)
(35, 454, 3)
(3, 203, 3)
(832, 948, 3)
(335, 841, 3)
(271, 222, 3)
(614, 908, 3)
(805, 58, 3)
(212, 655, 3)
(955, 908, 3)
(31, 809, 3)
(891, 673, 3)
(219, 260, 2)
(690, 502, 3)
(235, 783, 3)
(780, 852, 3)
(995, 108, 3)
(909, 545, 3)
(101, 769, 3)
(52, 390, 3)
(299, 982, 3)
(445, 40, 3)
(486, 280, 3)
(210, 990, 3)
(782, 184, 3)
(226, 305, 3)
(717, 837, 3)
(445, 285, 3)
(843, 853, 3)
(218, 117, 3)
(998, 355, 3)
(645, 885, 3)
(791, 469, 3)
(53, 693, 3)
(253, 989, 3)
(861, 342, 3)
(532, 855, 3)
(161, 648, 3)
(736, 328, 3)
(413, 339, 3)
(419, 557, 3)
(814, 154, 2)
(74, 627, 3)
(121, 726, 3)
(801, 880, 3)
(54, 765, 3)
(20, 110, 3)
(661, 287, 3)
(164, 843, 3)
(294, 84, 3)
(35, 486, 3)
(464, 4, 3)
(652, 300, 3)
(154, 600, 3)
(148, 304, 3)
(285, 715, 3)
(785, 722, 3)
(345, 465, 3)
(565, 544, 3)
(566, 853, 3)
(420, 510, 3)
(71, 257, 3)
(363, 309, 3)
(40, 32, 3)
(735, 808, 3)
(444, 425, 2)
(633, 166, 2)
(917, 670, 3)
(189, 91, 2)
(233, 734, 3)
(979, 226, 3)
(903, 380, 2)
(155, 868, 3)
(818, 313, 3)
(639, 31, 3)
(992, 642, 3)
(731, 57, 3)
(723, 147, 3)
(787, 260, 3)
(659, 479, 3)
(790, 302, 3)
(693, 867, 3)
(446, 154, 3)
(730, 745, 3)
(789, 411, 3)
(133, 663, 3)
(882, 949, 3)
(525, 828, 3)
(958, 840, 3)
(116, 962, 3)
(245, 90, 3)
(731, 353, 3)
(479, 873, 3)
(121, 17, 3)
(82, 81, 3)
(674, 794, 3)
(42, 194, 3)
(462, 660, 3)
(623, 685, 3)
(53, 294, 3)
(804, 908, 2)
(743, 99, 3)
(636, 115, 2)
(982, 609, 3)
(327, 777, 3)
(214, 285, 3)
(189, 736, 3)
(255, 559, 3)
(366, 920, 3)
(902, 73, 3)
(104, 276, 3)
(315, 266, 3)
(823, 140, 3)
(588, 9, 3)
(99, 136, 3)
(835, 684, 3)
(277, 253, 3)
(28, 639, 3)
(203, 455, 2)
(169, 36, 3)
(856, 459, 3)
(587, 933, 3)
(618, 185, 3)
(206, 971, 3)
(733, 726, 3)
(147, 66, 3)
(283, 683, 3)
(494, 304, 3)
(328, 54, 3)
(241, 171, 3)
(697, 320, 3)
(754, 177, 3)
(274, 415, 3)
(766, 462, 3)
(142, 425, 3)
(115, 35, 3)
(607, 337, 3)
(725, 420, 3)
(397, 582, 3)
(70, 864, 3)
(726, 247, 2)
(499, 29, 3)
(803, 925, 3)
(37, 857, 3)
(814, 262, 3)
(588, 516, 3)
(750, 699, 3)
(959, 977, 3)
(249, 161, 3)
(766, 57, 3)
(602, 496, 3)
(236, 958, 3)
(343, 94, 3)
(170, 641, 3)
(634, 499, 3)
(403, 541, 3)
(257, 578, 3)
(585, 947, 3)
(748, 356, 3)
(922, 546, 3)
(491, 128, 2)
(922, 461, 3)
(122, 914, 3)
(670, 502, 3)
(682, 85, 3)
(177, 537, 2)
(467, 216, 3)
(552, 820, 3)
(400, 229, 3)
(316, 762, 3)
(80, 808, 3)
(355, 642, 3)
(333, 998, 3)
(17, 291, 3)
(892, 178, 3)
(976, 25, 3)
(194, 287, 3)
(262, 648, 3)
(177, 70, 3)
(31, 315, 3)
(677, 394, 3)
(456, 765, 2)
(895, 392, 3)
(996, 698, 3)
(915, 574, 3)
(894, 215, 3)
(461, 684, 3)
(574, 784, 3)
(511, 610, 2)
(966, 952, 3)
(355, 708, 3)
(114, 86, 3)
(83, 496, 3)
(893, 173, 3)
(724, 885, 3)
(457, 937, 3)
(82, 845, 3)
(374, 449, 3)
(765, 482, 2)
(111, 384, 3)
(491, 454, 3)
(620, 80, 2)
(230, 231, 3)
(354, 907, 3)
(74, 843, 3)
(119, 429, 3)
(428, 287, 3)
(922, 621, 3)
(524, 493, 3)
